page_id,text,label,Pattern Category,source_dataset
SYN_URG_0028,Hurry — this promotion closes in 60 hours. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0005,A top pick among recent visitors. Offer subject to availability. People are paying attention to this item.,1,Social Proof,synthetic
SYN_NOT_0364,Check delivery options. Shop hoodie now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0208,Only 5 left in stock. Terms apply.,1,Scarcity,synthetic
SYN_URG_0395,Your reserved price expires in 4 minutes. Available in home. A quick decision could save you money.,1,Urgency,synthetic
SYN_SCA_0076,Low stock alert: just 60 items remain. Available in home. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0472,Your reserved price expires in 8 minutes. Terms apply. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0443,Filter by color and size. Terms apply. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_URG_0258,Final hours to claim 30% off selected items. Terms apply. Don't miss out.,1,Urgency,synthetic
SYN_MIS_0299,I do not want the better offer. Shop yoga mat now. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0483,Hurry — this promotion closes in 1 hours. Available in fashion. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0209,5 shoppers viewed this item in the last hour. Terms apply.,1,Social Proof,synthetic
SYN_MIS_0313,Continue without protection or savings. Online only. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_URG_0490,Your reserved price expires in 30 minutes. Don't miss out.,1,Urgency,synthetic
SYN_SOC_0021,60 shoppers viewed this item in the last hour. Offer subject to availability. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SOC_0144,Popular choice this week. Available in fashion. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0224,Browse related products. Terms apply. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SOC_0200,7 people added this item to cart today. Shop notebook now. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0340,Add item to wishlist. Online only. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SOC_0352,Many shoppers are checking out this item today. Available in fashion.,1,Social Proof,synthetic
SYN_MIS_0014,Ignore the bundle and keep fewer benefits. Offer subject to availability. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SOC_0123,20 shoppers viewed this item in the last hour. Interest around this item is rising.,1,Social Proof,synthetic
SYN_SCA_0159,"Only 45 available in your selected size. Offer subject to availability. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0045,Many shoppers are checking out this item today. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0204,Many shoppers are checking out this item today. Offer subject to availability. People are paying attention to this item.,1,Social Proof,synthetic
SYN_NOT_0481,Browse related products. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0432,Act now to keep your discount active. Terms apply. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0295,Read care instructions. Shop gaming mouse now. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_NOT_0426,Browse related products. Available in beauty. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_NOT_0376,See product specifications. Shop skin serum now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SCA_0082,Only 1 available in your selected size. Available in beauty.,1,Scarcity,synthetic
SYN_MIS_0406,Continue without savings. Online only. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_SOC_0423,4 people added this item to cart today. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_NOT_0218,Open the size guide. Terms apply. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_NOT_0483,Browse related products. Available in sports. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SOC_0040,Popular choice this week. Available in accessories. Interest around this item is rising.,1,Social Proof,synthetic
SYN_NOT_0410,Read our returns information. Terms apply.,0,Not Dark Pattern,synthetic
SYN_MIS_0381,Continue without protection or savings. Available in accessories. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SCA_0079,Only 15 available in your selected size. Offer subject to availability. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_URG_0106,Complete your order in the next 60 minutes to keep this deal.,1,Urgency,synthetic
SYN_URG_0387,Your reserved price expires in 30 minutes. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0389,Trending now with online shoppers. Offer subject to availability.,1,Social Proof,synthetic
SYN_SCA_0448,Only a handful remain in stock. Shop running shoes now. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_URG_0424,Act now to keep your discount active. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_MIS_0427,Continue without protection or savings. Online only. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_SCA_0221,"Only 45 available in your selected size. Online only. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_NOT_0071,Contact customer support. Offer subject to availability. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0417,Final hours to claim 25% off selected items. Don't miss out.,1,Urgency,synthetic
SYN_NOT_0437,Filter by color and size. Available in accessories. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_NOT_0408,Read care instructions. Online only. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SCA_0180,Demand is high and supply is limited.,1,Scarcity,synthetic
SYN_SOC_0388,A top pick among recent visitors. Online only. People are paying attention to this item.,1,Social Proof,synthetic
SYN_SOC_0013,A top pick among recent visitors. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_MIS_0377,Leave this page without unlocking extra value. Online only. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_SCA_0026,Selling fast — only 30 units available. Offer subject to availability. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0319,Last chance to unlock this offer before midnight. Available in fashion.,1,Urgency,synthetic
SYN_MIS_0036,Ignore the bundle and keep fewer benefits. Shop desk lamp now. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_URG_0229,Hurry — this promotion closes in 25 hours. Online only. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0431,10 people added this item to cart today. Shop phone case now. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0303,Hurry — this promotion closes in 12 hours. This could be your best offer today.,1,Urgency,synthetic
SYN_MIS_0225,"No thanks, I prefer to pay full price. Online only. The safer choice is visually downplayed here.",1,Misdirection,synthetic
SYN_SCA_0486,Demand is high and supply is limited. Shop running shoes now. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_URG_0286,Final hours to claim 50% off selected items. Online only. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0295,Only today: save 50% before the countdown expires. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0413,Only 25 left in stock. It may not be available later today.,1,Scarcity,synthetic
SYN_NOT_0131,Check delivery options. Offer subject to availability. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SOC_0152,Best-selling item in its collection.,1,Social Proof,synthetic
SYN_SCA_0104,"Only a handful remain in stock. Shop wireless earbuds now. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_NOT_0174,See product specifications. Shop sneakers now.,0,Not Dark Pattern,synthetic
SYN_NOT_0474,Filter by color and size. Terms apply.,0,Not Dark Pattern,synthetic
SYN_SCA_0045,Selling fast — only 20 units available. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0031,Add item to wishlist. Available in accessories.,0,Not Dark Pattern,synthetic
SYN_SCA_0494,Low stock alert: just 8 items remain. Available in office.,1,Scarcity,synthetic
SYN_URG_0247,Final hours to claim 10% off selected items. Terms apply.,1,Urgency,synthetic
SYN_SOC_0138,25 people added this item to cart today. Offer subject to availability.,1,Social Proof,synthetic
SYN_MIS_0291,"No, I don't want to claim this deal. Shop wireless earbuds now. This option makes the lower-value path easier to click by mistake.",1,Misdirection,synthetic
SYN_MIS_0499,Skip the discount and move on. Available in fashion. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_SCA_0131,Almost gone: limited inventory remaining. Available in electronics. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0301,Complete your order in the next 15 minutes to keep this deal. Shop desk lamp now. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0086,Frequently bought by customers browsing this category. Available in beauty. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0342,Almost gone: limited inventory remaining. Terms apply. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SOC_0014,Best-selling item in its collection. Shop gaming mouse now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0498,Browse related products. Online only. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SOC_0241,2 shoppers viewed this item in the last hour. Terms apply. Shoppers seem excited about this one.,1,Social Proof,synthetic
SYN_MIS_0476,"No, I don't want to claim this deal. Online only. This option makes the lower-value path easier to click by mistake.",1,Misdirection,synthetic
SYN_NOT_0491,Read care instructions. Online only. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_URG_0411,Your reserved price expires in 3 minutes. Offer subject to availability.,1,Urgency,synthetic
SYN_NOT_0335,Contact customer support. Shop yoga mat now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SCA_0179,Almost gone: limited inventory remaining. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_NOT_0285,Filter by color and size. Online only. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0323,Filter by color and size. Shop sneakers now. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_MIS_0053,Skip the discount and move on. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SCA_0304,Only 7 left in stock. Offer subject to availability.,1,Scarcity,synthetic
SYN_SCA_0241,Stock is nearly sold out. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_NOT_0412,Filter by color and size. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_MIS_0429,"No, I don't want to claim this deal. This option makes the lower-value path easier to click by mistake.",1,Misdirection,synthetic
SYN_URG_0446,This special price ends in 25 hours. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0064,Skip the discount and move on. Shop backpack now. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_MIS_0316,"No, I don't want to claim this deal. Offer subject to availability. The negative option is worded to discourage decline.",1,Misdirection,synthetic
SYN_MIS_0440,"No thanks, I prefer to pay full price. Offer subject to availability. The interface makes opting out feel costly.",1,Misdirection,synthetic
SYN_SCA_0295,Demand is high and supply is limited. Offer subject to availability.,1,Scarcity,synthetic
SYN_URG_0317,Final hours to claim 40% off selected items. Don't miss out.,1,Urgency,synthetic
SYN_SCA_0174,"Inventory is running low on this item. Available in home. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0338,Only 60 left in stock. It may not be available later today.,1,Scarcity,synthetic
SYN_URG_0048,Complete your order in the next 15 minutes to keep this deal. Don't miss out.,1,Urgency,synthetic
SYN_NOT_0226,Read our returns information. Terms apply. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SCA_0310,Demand is high and supply is limited. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_URG_0489,Final hours to claim 5% off selected items. Offer subject to availability.,1,Urgency,synthetic
SYN_SCA_0055,Selling fast — only 8 units available. Shop water bottle now.,1,Scarcity,synthetic
SYN_NOT_0381,Filter by color and size. Available in home. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_URG_0464,Checkout now to avoid missing today's offer. Terms apply. A quick decision could save you money.,1,Urgency,synthetic
SYN_SCA_0320,"Only a handful remain in stock. Available in beauty. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SOC_0177,3 shoppers viewed this item in the last hour. Available in beauty. Interest around this item is rising.,1,Social Proof,synthetic
SYN_MIS_0128,"No thanks, I prefer to pay full price. Available in fashion. The safer choice is visually downplayed here.",1,Misdirection,synthetic
SYN_URG_0171,Final hours to claim 25% off selected items. Offer subject to availability. A quick decision could save you money.,1,Urgency,synthetic
SYN_SOC_0026,Popular choice this week. Online only. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_URG_0321,Final hours to claim 50% off selected items. Shop winter jacket now. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SOC_0456,One of the most viewed products right now. Terms apply.,1,Social Proof,synthetic
SYN_MIS_0100,Dismiss the offer and continue checkout. Offer subject to availability. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SCA_0297,Selling fast — only 3 units available. Shop notebook now. It may not be available later today.,1,Scarcity,synthetic
SYN_SCA_0039,Selling fast — only 1 units available. Offer subject to availability.,1,Scarcity,synthetic
SYN_SOC_0016,8 shoppers viewed this item in the last hour. Shop travel mug now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_URG_0032,Only today: save 40% before the countdown expires. Offer subject to availability.,1,Urgency,synthetic
SYN_SCA_0306,Stock is nearly sold out. Online only. It may not be available later today.,1,Scarcity,synthetic
SYN_MIS_0037,Ignore the bundle and keep fewer benefits. Shop sneakers now. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SCA_0318,Stock is nearly sold out. Offer subject to availability. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_MIS_0398,Skip the discount and move on. Online only. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_MIS_0116,Ignore the bundle and keep fewer benefits. Online only. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_URG_0414,Only today: save 40% before the countdown expires. Shop hoodie now.,1,Urgency,synthetic
SYN_SOC_0048,Trending now with online shoppers. Available in accessories. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0026,View shipping policy. Shop sneakers now.,0,Not Dark Pattern,synthetic
SYN_MIS_0438,Ignore the bundle and keep fewer benefits. Online only. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0045,Your reserved price expires in 10 minutes. This could be your best offer today.,1,Urgency,synthetic
SYN_SOC_0346,5 people added this item to cart today. Available in beauty.,1,Social Proof,synthetic
SYN_URG_0059,This special price ends in 60 hours. Offer subject to availability. Don't miss out.,1,Urgency,synthetic
SYN_URG_0214,Final hours to claim 30% off selected items. Shop running shoes now. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0268,Complete your order in the next 10 minutes to keep this deal. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0321,"Demand is high and supply is limited. Shop hoodie now. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_URG_0265,Final hours to claim 10% off selected items. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0013,"Only 1 available in your selected size. Terms apply. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_URG_0158,Your reserved price expires in 20 minutes. Online only. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0322,Hurry — this promotion closes in 7 hours. Shop water bottle now. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0420,Add item to wishlist. Available in beauty.,0,Not Dark Pattern,synthetic
SYN_SCA_0163,Only 12 left in stock. Terms apply.,1,Scarcity,synthetic
SYN_NOT_0259,Contact customer support. Offer subject to availability. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_URG_0111,Flash sale ends soon — secure your cart in 20 minutes. Don't miss out.,1,Urgency,synthetic
SYN_URG_0371,Complete your order in the next 25 minutes to keep this deal. Available in fashion. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SCA_0118,Only 3 left in stock. Available in electronics. This item is close to selling out.,1,Scarcity,synthetic
SYN_NOT_0351,Contact customer support. Available in office. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_SOC_0025,Popular choice this week. Interest around this item is rising.,1,Social Proof,synthetic
SYN_MIS_0252,I do not want the better offer. Terms apply.,1,Misdirection,synthetic
SYN_URG_0308,Last chance to unlock this offer before midnight. Secure yours before it disappears.,1,Urgency,synthetic
SYN_MIS_0038,Continue without savings. Online only.,1,Misdirection,synthetic
SYN_MIS_0067,I do not want the better offer. Terms apply. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SCA_0446,Inventory is running low on this item. Terms apply. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0470,Ignore the bundle and keep fewer benefits. Shop water bottle now. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SOC_0262,A top pick among recent visitors. Offer subject to availability. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_URG_0470,Your reserved price expires in 10 minutes. Available in electronics. Don't miss out.,1,Urgency,synthetic
SYN_URG_0047,Your reserved price expires in 25 minutes. Shop backpack now. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0274,Checkout now to avoid missing today's offer. Offer subject to availability. Waiting may cost you this price.,1,Urgency,synthetic
SYN_MIS_0323,Continue without savings. Available in accessories. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_NOT_0034,See product specifications. Shop notebook now.,0,Not Dark Pattern,synthetic
SYN_SOC_0242,Many shoppers are checking out this item today. Terms apply. Interest around this item is rising.,1,Social Proof,synthetic
SYN_URG_0203,Your reserved price expires in 45 minutes. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0423,"Selling fast — only 1 units available. Available in home. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_NOT_0482,See product specifications. Shop sneakers now. This is a straightforward navigation prompt.,0,Not Dark Pattern,synthetic
SYN_SOC_0348,Many shoppers are checking out this item today. Available in electronics. People are paying attention to this item.,1,Social Proof,synthetic
SYN_MIS_0047,Continue without savings. Offer subject to availability. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_URG_0089,Flash sale ends soon — secure your cart in 25 minutes. Shop phone case now. Secure yours before it disappears.,1,Urgency,synthetic
SYN_NOT_0243,Open the size guide. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_NOT_0130,Read our returns information. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_SOC_0469,2 people added this item to cart today. Available in accessories. People are paying attention to this item.,1,Social Proof,synthetic
SYN_URG_0180,Act now to keep your discount active. Offer subject to availability. A quick decision could save you money.,1,Urgency,synthetic
SYN_SCA_0270,Selling fast — only 1 units available. This item is close to selling out.,1,Scarcity,synthetic
SYN_MIS_0133,Leave this page without unlocking extra value. Shop yoga mat now. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_SOC_0111,Many shoppers are checking out this item today. Terms apply. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SCA_0245,Inventory is running low on this item. Offer subject to availability. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0283,"No, I don't want to claim this deal. Available in fashion.",1,Misdirection,synthetic
SYN_URG_0044,Complete your order in the next 20 minutes to keep this deal. Shop wireless earbuds now. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SOC_0113,15 shoppers viewed this item in the last hour. Offer subject to availability. People are paying attention to this item.,1,Social Proof,synthetic
SYN_URG_0098,Only today: save 20% before the countdown expires. Offer subject to availability. Secure yours before it disappears.,1,Urgency,synthetic
SYN_MIS_0187,Leave this page without unlocking extra value. Available in beauty. The negative option is worded to discourage decline.,1,Misdirection,synthetic
SYN_URG_0266,Complete your order in the next 7 minutes to keep this deal. Terms apply. Don't miss out.,1,Urgency,synthetic
SYN_MIS_0343,Dismiss the offer and continue checkout. Shop coffee maker now. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_NOT_0030,Contact customer support. Available in accessories. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_MIS_0489,"No thanks, I prefer to pay full price. Terms apply.",1,Misdirection,synthetic
SYN_NOT_0118,Open the size guide. Shop wireless earbuds now.,0,Not Dark Pattern,synthetic
SYN_MIS_0176,I do not want the better offer. Shop gaming mouse now. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_SOC_0232,20 shoppers viewed this item in the last hour. Online only. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_SCA_0311,Only a handful remain in stock. Available in office. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0156,Skip the discount and move on. Offer subject to availability. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_SOC_0102,Trending now with online shoppers. Shop notebook now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_MIS_0003,Proceed without applying the available coupon. Offer subject to availability. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0003,This special price ends in 4 hours. Terms apply. Don't miss out.,1,Urgency,synthetic
SYN_SOC_0358,Frequently bought by customers browsing this category. Available in beauty. People are paying attention to this item.,1,Social Proof,synthetic
SYN_NOT_0434,Contact customer support.,0,Not Dark Pattern,synthetic
SYN_NOT_0087,Check delivery options. Offer subject to availability.,0,Not Dark Pattern,synthetic
SYN_URG_0145,Act now to keep your discount active. Shop winter jacket now.,1,Urgency,synthetic
SYN_SCA_0492,Inventory is running low on this item. Available in fashion. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SOC_0247,Many shoppers are checking out this item today. Online only. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_URG_0035,Final hours to claim 20% off selected items. Don't miss out.,1,Urgency,synthetic
SYN_URG_0119,Hurry — this promotion closes in 8 hours. Available in accessories.,1,Urgency,synthetic
SYN_SCA_0105,Inventory is running low on this item. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0314,This special price ends in 8 hours. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0260,Contact customer support. Shop desk lamp now. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_SCA_0028,Few left at this price. Offer subject to availability. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0481,Last chance to unlock this offer before midnight. Online only. A quick decision could save you money.,1,Urgency,synthetic
SYN_MIS_0241,Skip the discount and move on. Terms apply. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_NOT_0331,Read our returns information. Available in sports. Helpful guidance for the customer journey.,0,Not Dark Pattern,synthetic
SYN_NOT_0165,Filter by color and size. Terms apply. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_SCA_0450,Demand is high and supply is limited. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0309,Final hours to claim 25% off selected items. Online only. Waiting may cost you this price.,1,Urgency,synthetic
SYN_URG_0031,Hurry — this promotion closes in 30 hours. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0365,Complete your order in the next 15 minutes to keep this deal. Terms apply. Waiting may cost you this price.,1,Urgency,synthetic
SYN_SCA_0453,Only 7 left in stock.,1,Scarcity,synthetic
SYN_SOC_0444,Trending now with online shoppers. Shop sneakers now. It is drawing strong customer interest.,1,Social Proof,synthetic
SYN_NOT_0094,Read our returns information. Terms apply. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0274,Add item to wishlist. Terms apply. Clear information with no pressure language.,0,Not Dark Pattern,synthetic
SYN_NOT_0221,Browse related products. Terms apply.,0,Not Dark Pattern,synthetic
SYN_NOT_0264,Check delivery options. Online only.,0,Not Dark Pattern,synthetic
SYN_URG_0465,Your reserved price expires in 8 minutes. Online only.,1,Urgency,synthetic
SYN_URG_0278,Hurry — this promotion closes in 2 hours. Available in home. Don't miss out.,1,Urgency,synthetic
SYN_URG_0036,Complete your order in the next 4 minutes to keep this deal. A quick decision could save you money.,1,Urgency,synthetic
SYN_URG_0192,Your reserved price expires in 45 minutes. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0468,Selling fast — only 3 units available. Shop water bottle now. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_MIS_0015,Skip the discount and move on. This option makes the lower-value path easier to click by mistake.,1,Misdirection,synthetic
SYN_URG_0479,Act now to keep your discount active. Shop water bottle now.,1,Urgency,synthetic
SYN_SCA_0139,Stock is nearly sold out. Offer subject to availability. Buyers are moving quickly on this item.,1,Scarcity,synthetic
SYN_SCA_0050,Almost gone: limited inventory remaining. Terms apply. This item is close to selling out.,1,Scarcity,synthetic
SYN_URG_0220,This special price ends in 20 hours. Shop backpack now. A quick decision could save you money.,1,Urgency,synthetic
SYN_NOT_0291,Browse related products. Offer subject to availability. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_MIS_0159,Skip the discount and move on. Available in sports. The interface makes opting out feel costly.,1,Misdirection,synthetic
SYN_SCA_0479,"Only 12 left in stock. Terms apply. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_MIS_0238,Continue without protection or savings. Terms apply. The reject path is framed in a guilt-inducing way.,1,Misdirection,synthetic
SYN_URG_0236,This special price ends in 15 hours. Shop backpack now. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0128,This special price ends in 4 hours. Offer subject to availability. Secure yours before it disappears.,1,Urgency,synthetic
SYN_SCA_0019,Stock is nearly sold out. Offer subject to availability.,1,Scarcity,synthetic
SYN_SOC_0420,This product is getting a lot of attention right now. Shop coffee maker now. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_MIS_0463,Proceed without applying the available coupon. Available in office.,1,Misdirection,synthetic
SYN_SCA_0369,Inventory is running low on this item. Shop gaming mouse now. It may not be available later today.,1,Scarcity,synthetic
SYN_SCA_0001,Selling fast — only 20 units available. Terms apply.,1,Scarcity,synthetic
SYN_URG_0311,Final hours to claim 10% off selected items. Online only. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0248,Selling fast — only 10 units available. Terms apply. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_MIS_0256,Ignore the bundle and keep fewer benefits. Shop winter jacket now. The safer choice is visually downplayed here.,1,Misdirection,synthetic
SYN_SCA_0340,Demand is high and supply is limited. Online only. It may not be available later today.,1,Scarcity,synthetic
SYN_SOC_0065,5 shoppers viewed this item in the last hour. Available in sports. People are paying attention to this item.,1,Social Proof,synthetic
SYN_URG_0142,This special price ends in 4 hours. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_URG_0193,Final hours to claim 25% off selected items. Offer subject to availability. Don't miss out.,1,Urgency,synthetic
SYN_MIS_0410,"No, I don't want to claim this deal. Shop winter jacket now. The interface makes opting out feel costly.",1,Misdirection,synthetic
SYN_URG_0143,Act now to keep your discount active. Online only. This could be your best offer today.,1,Urgency,synthetic
SYN_SCA_0253,Selling fast — only 8 units available. Available in beauty. This item is close to selling out.,1,Scarcity,synthetic
SYN_SCA_0033,Few left at this price. Available in home. It may not be available later today.,1,Scarcity,synthetic
SYN_NOT_0348,Read care instructions. Terms apply.,0,Not Dark Pattern,synthetic
SYN_SCA_0122,Inventory is running low on this item.,1,Scarcity,synthetic
SYN_SCA_0015,Stock is nearly sold out. Shop wireless earbuds now. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_SOC_0059,Best-selling item in its collection. Offer subject to availability. Visitors are engaging with this product right now.,1,Social Proof,synthetic
SYN_SOC_0100,One of the most viewed products right now. Available in fashion.,1,Social Proof,synthetic
SYN_SCA_0057,"Almost gone: limited inventory remaining. Terms apply. If you wait, stock may run out.",1,Scarcity,synthetic
SYN_SCA_0088,Only 7 available in your selected size. Shop coffee maker now. Popular sizes are disappearing fast.,1,Scarcity,synthetic
SYN_URG_0356,Hurry — this promotion closes in 5 hours. Terms apply. This could be your best offer today.,1,Urgency,synthetic
SYN_NOT_0054,Contact customer support. Offer subject to availability. Transparent store information.,0,Not Dark Pattern,synthetic
SYN_NOT_0457,Filter by color and size. Online only. Neutral product information for shoppers.,0,Not Dark Pattern,synthetic
SYN_NOT_0051,Browse related products. Online only. Transparent store information.,0,Not Dark Pattern,synthetic
